age,default,balance,housing,loan,day,duration,campaign,pdays,previous,y,cellular,telephone,unknown,apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep
33,0,372,1,0,23,92,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,0,1221,1,0,23,245,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,0,917,1,0,23,260,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,0,0,1,0,23,346,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,0,884,1,0,23,271,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,0,587,1,0,23,203,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,0,91,0,0,23,206,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,0,165,1,0,23,218,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,0,456,1,0,23,621,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35,0,994,1,0,23,1349,8,-1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,0,1710,1,0,23,385,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,0,1138,1,1,23,509,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,0,360,1,0,23,395,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,0,2737,1,1,23,38,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36,0,8564,1,0,23,125,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,0,435,1,1,23,128,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
43,0,4243,1,0,23,30,10,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
55,0,989,1,1,23,246,4,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,0,1186,1,0,23,136,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,0,1261,1,0,23,132,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,0,25,1,0,23,3,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,0,206,1,0,23,1171,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35,0,11423,1,0,23,107,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,0,184,1,0,23,217,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35,0,1354,1,0,23,736,2,-1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29,0,751,1,0,23,121,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36,0,711,1,0,23,154,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37,0,453,1,1,23,98,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,0,1129,1,0,23,189,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,0,237,1,0,23,89,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,0,1239,1,0,23,164,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37,0,0,1,0,23,412,6,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,0,392,1,0,23,302,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,0,2490,1,0,23,192,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37,0,6714,1,0,23,90,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,0,873,1,0,23,145,4,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,0,1464,1,0,23,350,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35,0,90,1,0,23,203,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,0,714,1,0,23,254,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,0,463,1,0,23,230,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
40,0,1516,1,1,23,373,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,0,509,1,0,23,183,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,0,207,1,0,23,72,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,0,3967,1,0,23,534,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37,0,3517,1,0,23,445,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,0,435,1,0,23,193,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,0,6227,1,0,23,76,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,0,1092,0,0,23,268,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35,0,394,1,0,23,154,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,0,239,1,0,23,785,1,-1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
40,1,-509,1,0,23,298,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,0,-32,1,0,23,157,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,0,11315,0,0,23,286,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,0,1273,1,0,23,442,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,0,1649,1,0,23,206,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,0,84,1,0,23,299,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,0,278,1,1,23,1073,1,-1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,0,2459,1,1,23,162,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,0,4941,1,0,23,504,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,0,3798,1,0,23,488,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,0,597,1,0,23,190,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,0,-32,1,0,23,139,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37,0,525,1,0,23,425,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,0,416,1,1,23,290,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,0,680,1,0,23,152,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37,0,4303,1,0,23,168,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,0,3050,1,0,23,298,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,0,750,1,0,23,204,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,0,5547,1,0,23,313,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35,0,643,1,0,23,322,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,0,-386,1,0,23,530,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,0,5889,1,0,23,237,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,0,207,1,0,23,360,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,0,1883,1,0,23,57,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,0,697,1,0,23,700,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,0,14692,1,0,23,601,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,0,595,1,0,23,231,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,0,1243,1,0,23,135,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
41,0,-326,1,1,23,86,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,0,17946,1,0,23,256,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,0,2144,1,0,23,157,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
39,0,1410,1,0,23,55,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,0,18347,1,0,23,415,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,0,177,1,0,23,293,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
22,0,0,1,0,23,816,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35,0,291,0,0,23,100,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,0,1880,1,0,23,297,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,0,7,1,0,23,191,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
39,0,21,1,0,23,58,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,0,136,1,0,23,152,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36,0,9068,1,0,23,98,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,0,159,1,0,23,533,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
42,0,2557,1,0,23,28,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
39,0,287,1,0,23,63,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
25,0,1765,1,0,23,135,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,0,571,1,0,23,202,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,0,0,1,1,23,181,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35,0,700,1,0,23,240,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
44,0,0,1,0,23,354,4,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28,0,59,1,1,23,293,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28,0,370,1,0,23,108,5,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,0,0,1,0,23,275,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,0,225,1,0,23,23,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36,0,-118,1,1,23,263,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,0,390,1,0,23,85,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37,0,1379,1,0,23,319,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36,0,1168,1,0,23,242,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
41,0,287,0,0,23,236,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,0,2549,1,0,23,246,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,0,79,1,0,23,83,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,0,0,1,0,23,391,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,0,827,1,0,23,230,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
39,0,12,1,0,23,130,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36,0,973,1,1,23,293,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,0,1408,1,0,23,245,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,0,2495,1,0,23,924,1,-1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35,0,339,1,0,23,317,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,0,0,1,0,23,134,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36,0,520,1,0,23,110,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
40,0,5745,1,1,23,37,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36,0,222,1,0,23,188,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,0,-355,1,0,23,911,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,0,1804,1,0,23,206,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,0,253,1,0,23,160,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,0,524,1,0,23,156,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29,0,132,0,0,23,314,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36,1,-1,1,1,23,268,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
47,0,-401,1,0,23,78,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,0,410,1,0,23,115,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,0,3155,1,0,23,99,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
50,0,247,0,0,23,173,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
41,0,16,0,0,23,95,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29,0,823,1,0,23,14,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
24,0,1141,1,0,23,230,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
56,0,246,1,0,23,438,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
55,0,-102,1,0,23,35,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,0,151,0,0,23,111,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,0,1212,1,0,23,463,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
56,0,397,1,0,23,252,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,0,-6,0,0,23,881,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28,0,56,1,0,23,66,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,0,1156,1,0,23,234,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36,0,-327,1,1,23,691,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
26,0,1570,1,0,23,81,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51,0,-175,1,1,23,270,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
43,0,353,1,0,23,153,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
42,0,61,1,0,23,65,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,0,-1206,1,0,23,390,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29,0,208,1,0,23,249,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28,0,38,1,0,23,31,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
52,0,-209,1,1,23,161,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
44,0,759,1,0,23,397,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,0,-40,1,0,23,227,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28,0,4,1,0,23,7,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
24,0,45,1,1,23,465,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29,0,-753,1,1,23,98,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
24,0,820,1,0,23,665,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,0,0,1,1,23,80,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27,0,672,1,0,23,164,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
41,0,-762,1,1,23,145,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
42,0,422,1,0,23,25,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
25,0,51,1,0,23,76,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36,0,1601,1,0,23,163,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36,0,2278,1,0,23,152,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
24,1,110,1,0,23,27,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,0,539,1,1,23,281,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37,0,-332,1,0,23,284,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
46,1,0,0,0,23,378,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29,0,468,1,1,23,353,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
43,0,240,1,0,23,83,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,0,2,0,1,23,50,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,1,339,1,0,23,496,4,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
46,0,295,1,0,23,141,6,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
54,0,7252,0,0,23,139,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36,0,1109,1,0,23,122,5,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
40,0,-319,1,0,23,59,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,0,5553,1,0,23,258,5,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,0,187,1,0,23,110,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,0,2080,1,0,23,466,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
45,0,-319,1,0,23,254,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
25,0,-221,1,0,23,250,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28,0,2114,0,1,23,79,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,0,4009,1,0,23,260,4,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35,0,579,1,0,23,250,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
48,0,3142,0,0,23,563,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35,0,-205,1,0,23,147,14,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,0,79,0,0,23,125,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,0,-591,1,0,23,71,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
55,0,440,0,0,23,556,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,1,-274,1,1,23,456,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
45,0,0,1,1,23,268,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35,0,2043,1,1,23,159,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,0,282,1,1,23,148,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,0,-26,1,1,23,448,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
46,0,-267,0,0,23,249,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29,0,368,1,0,23,160,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,0,745,1,0,23,115,4,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
49,0,383,1,0,23,290,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37,0,239,1,0,23,140,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
47,0,382,1,0,23,57,4,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
39,0,2679,1,1,23,811,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,0,3,1,0,23,108,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
55,0,4746,1,0,23,288,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
41,0,30,0,0,23,1003,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
39,0,-455,1,0,23,542,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,0,0,1,0,23,541,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,0,-78,1,1,23,198,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,0,302,1,1,23,302,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
44,0,-299,1,0,23,268,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,0,1611,1,0,23,154,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,0,498,1,0,23,216,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,0,0,0,0,23,206,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
26,0,454,1,1,23,28,18,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
39,0,0,1,0,23,210,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35,0,30,0,0,23,186,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35,0,511,1,1,23,472,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,0,127,1,0,23,189,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,0,1940,1,0,23,215,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,0,-108,1,0,23,216,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
43,0,242,1,0,23,174,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29,0,1012,1,0,23,926,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27,0,-393,1,1,23,235,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27,0,430,1,0,23,116,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,0,-825,1,0,23,228,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29,0,135,1,0,23,150,6,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28,0,369,1,0,23,411,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,0,1522,1,0,23,302,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,0,523,1,0,23,253,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
39,0,104,1,0,23,138,6,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35,0,341,1,0,23,824,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
49,0,3767,1,0,23,493,13,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,0,1667,1,0,23,345,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35,0,430,1,0,23,147,50,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37,0,603,1,0,23,773,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
45,0,0,0,0,23,574,5,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37,0,510,1,0,23,122,6,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
40,0,0,1,0,23,193,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,0,17455,1,1,23,343,4,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36,0,176,1,0,23,111,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
42,0,139,1,0,23,166,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,0,3625,1,0,23,469,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,0,1651,1,0,23,189,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
26,0,74,1,0,23,106,6,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
45,0,-311,1,0,23,1030,1,-1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35,0,-413,1,0,23,178,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
39,0,1202,1,0,23,364,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,0,321,1,0,23,101,5,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,0,221,1,0,23,224,4,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27,0,1996,1,0,23,187,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
39,0,1222,1,0,23,451,4,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
43,1,150,1,1,23,226,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,0,701,1,0,23,301,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
50,0,0,1,1,23,97,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
53,0,-375,1,0,23,24,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,0,6374,1,0,23,922,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36,0,387,1,0,23,232,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
45,0,149,1,0,23,893,3,-1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,0,630,1,0,23,201,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,0,150,1,0,23,83,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,0,1358,1,1,23,339,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
